return;risk;real_return;sharpe_ratio;weights;type
28.50045033318841;6.195065096507964;28.48045033318841;4.597280236690698;0.0,0.7,0.3;sharpe
25.846148247869742;6.138583135753426;25.826148247869742;4.20718391797099;0.12962962962962962,0.611111111111111,0.25925925925925924;risk
21.889440619295534;6.547275565507333;21.869440619295535;3.340235247544667;0.3,0.3,0.4;original
