timestamp;portfolio_sharpe_daily_return;portfolio_risk_daily_return;portfolio_original_daily_return
2023-10-10;-0.36547750952894653;-0.3229625039881034;-0.1195516191058675
2023-10-09;0.825774837384537;0.7295253842869569;0.28944331722577027
2023-10-06;1.782322181205713;1.5766088498199289;0.5506252201932513
2023-10-05;0.5373911065275804;0.5136735988053479;0.31163636314054244
2023-10-04;1.0523613044180453;0.9633690649936233;0.3645670355816203
2023-10-03;-1.3420387464949428;-1.1784157165167797;-0.32045147972540916
2023-10-02;1.616639630779897;1.4390961876186426;0.5519812172495964
2023-09-29;0.4179073796728732;0.23257136361923347;-0.17983099449849196
2023-09-28;0.1892299218284848;0.009567862348268397;-0.28740376652928684
2023-09-27;-0.5519012795648207;-0.49445020449658383;-0.28158324942468904
2023-09-26;-2.1431463344157353;-2.1593334261416586;-1.3655254761067424
2023-09-25;0.5623850032239553;0.4510478977667588;0.1335996848309381
2023-09-22;0.09964867313776346;0.05574749943460719;0.052664482867813056
2023-09-21;-0.7343642409192174;-0.8633105723204537;-0.7572378256396469
2023-09-20;-2.121824129502659;-1.5163168721157647;0.07795772287319314
2023-09-19;0.38956507238293964;0.47921437875666023;0.48110305410063847
2023-09-18;1.0628356506301602;0.8539073145078778;0.32245540290869745
2023-09-15;-1.0579415094268518;-1.017367892453422;-0.4015076641933273
2023-09-14;0.8497345773644006;0.8090087352517901;0.4272417487876027
2023-09-13;-0.4228504446444184;-0.36752642757978016;-0.3043792640473405
2023-09-12;-1.7428973587357177;-1.6948171008197854;-0.9323616557482546
2023-09-11;0.7963018721263948;0.7474643005246465;0.34087484663439216
2023-09-08;0.6483761449978344;0.564003377742851;0.13729128377506383
2023-09-07;-2.299482729827874;-2.0553882737820937;-0.986895830212788
2023-09-06;-2.539807683053129;-2.233362799396294;-1.0879774746576643
2023-09-05;0.54550165511908;0.47388511214293494;0.07653187807528443
2023-09-01;0.6704102952216537;0.6881911060328797;0.4806918624301933
2023-08-31;-0.015224892147783817;-0.011393643573431297;0.029043577068133163
2023-08-30;1.362914395592172;1.2332940243619799;0.6591560775712311
2023-08-29;1.9576526228246345;1.7370390050162483;0.7426534025980247
2023-08-28;0.6810135692695007;0.6577957471746748;0.4036695710464949
2023-08-25;1.1647456850692721;1.1804017079382891;0.7554702532045998
2023-08-24;-2.4732948929916496;-2.1253566742508454;-0.7558281803662726
2023-08-23;1.9527460189195818;1.8792838786903328;1.0655623074319782
2023-08-22;0.6027067465132654;0.45021603207043764;0.07057445199602139
2023-08-21;1.0606327372984605;0.9896530403596588;0.41667468265970514
2023-08-18;0.1561199814906134;0.21218215077034952;0.24444294630733127
2023-08-17;-1.3457021087313612;-1.1628140705133583;-0.43238780663214826
2023-08-16;-0.41789189548319416;-0.48221017711700614;-0.40887157477118263
2023-08-15;-0.9824051170344648;-0.856156297153863;-0.34446408777444937
2023-08-14;0.9407213166796148;0.6955129057366916;0.028159812021472053
2023-08-11;-0.1596001890730383;-0.14351690852522045;-0.01711106672178395
2023-08-10;-0.018632994139100578;0.053535094711053006;0.12297211330715492
2023-08-09;-0.980411706578298;-1.008489698277276;-0.6304987173816979
2023-08-08;-0.010694608450822207;-0.015984781055492225;0.10394027484326684
2023-08-07;-0.9757657829819185;-0.6829536644268606;-0.11411668136678843
2023-08-04;-3.218970891538439;-2.8514252653055183;-1.4842163121762535
2023-08-03;-0.5858018084559831;-0.48376286212019237;-0.1613844282519722
2023-08-02;-1.8793482358512241;-1.5295370382931512;-0.28812715339501405
2023-08-01;-0.2593149979541844;-0.31050158217082513;-0.30590272382641165
2023-07-31;-0.0036021264168412115;0.07772703809857617;0.24764677438838673
2023-07-28;1.6468974234128981;1.4567734363144416;0.5059579839080453
2023-07-27;-1.0978273562899437;-0.7471947682410238;0.20662541869232506
2023-07-26;-0.843423259097359;-0.6107443379851414;0.2945480826978002
2023-07-25;0.8358372798573519;0.7856280333008301;0.30525233270639457
2023-07-24;0.4120956850437493;0.4151459275584307;0.25615438788915135
2023-07-21;-0.7015625999438204;-0.5467947015585599;-0.06344475589496
2023-07-20;-1.4104821068938276;-0.9093362768186204;0.339239625928069
2023-07-19;0.11212126435611913;0.1293183901287676;0.238746676389912
2023-07-18;1.131822290674793;1.0475535228089223;0.21008971562087841
2023-07-17;1.2417490806957243;1.1745131430892954;0.7080727820053165
2023-07-14;0.28617264569348594;0.18648078446179914;-0.09287036692197098
2023-07-13;0.7791274873192447;0.7709659477381975;0.3656287392826968
2023-07-12;1.059824867389426;0.7454748215046254;-0.08747045418388555
2023-07-11;-0.13519606010502674;0.03740339044239648;0.26332885839521236
2023-07-10;-1.2433652407046991;-0.9820805912953013;-0.13942576900007767
2023-07-07;-0.7730074175190893;-0.6689070656725933;-0.19489720267731483
2023-07-06;0.45758068293944676;0.17501118358210765;-0.3895764589220032
2023-07-05;-0.3919123220891706;-0.2862905660915992;-0.048213512362195565
2023-07-03;-0.7693446867419858;-0.6784219376642033;-0.2649290579238711
2023-06-30;2.103575500953789;1.7963453729612302;0.6371294300379958
2023-06-29;0.051084810644754536;0.2880768351460823;0.5775763788127775
2023-06-28;0.5557933433727806;0.42199554092639735;0.058353509568900896
2023-06-27;1.6015682149847936;1.4829662508337536;0.6801878892049068
2023-06-26;-1.1125340577488627;-0.7450281660505533;0.21611938757181354
2023-06-23;-0.5432664812796085;-0.6380026255972906;-0.4492937482853807
2023-06-22;1.7113679572797023;1.2157357854437425;-0.06972737360050907
2023-06-21;-0.8015888889147686;-0.9126976680995318;-0.6711436795024329
2023-06-20;-0.35099962694234943;-0.4408601923078332;-0.31708370016928805
2023-06-16;-0.9157068200305172;-0.86994656545063;-0.37521896547923034
2023-06-15;1.756728223188194;1.6138036879683018;0.5983515294831885
2023-06-14;0.5224418431739787;0.40488766678510923;0.017531301023785126
2023-06-13;0.04542916216147436;0.14739547856082966;0.18114245190645203
2023-06-12;1.559116435531689;1.4589018183363545;0.7175014850582777
2023-06-09;0.29426278139868023;0.34207145238761744;0.263440750497003
2023-06-08;1.2495389927302634;1.091287925108541;0.4706497365380279
2023-06-07;-1.4867535535313814;-1.0834738508945458;0.14940569358714406
2023-06-06;-0.3496371908389855;-0.29154632774479594;-0.05050208629130925
2023-06-05;-0.474617682397735;-0.3963643609043431;-0.1772931538765844
2023-06-02;0.5915012490562265;0.781294755489053;0.7440936236036741
2023-06-01;1.5018459988162964;1.4304439643984594;0.767635560304815
2023-05-31;-0.28150010608582055;-0.3285153876844452;-0.21466969008417522
2023-05-30;0.5826834795449254;0.582119139958391;0.4571120718564513
2023-05-26;1.6345093721742585;1.633112889346756;0.9272480870350472
2023-05-25;1.646629962087653;1.5050302033538463;0.4585657375831409
2023-05-24;-0.024625053273363798;-0.2824994129992398;-0.5361522203655775
2023-05-23;-1.6163313528073928;-1.3178194180036567;-0.29464982778409765
2023-05-22;-0.10493241284866217;-0.07985069641405673;-0.10784401442786717
2023-05-19;0.026115941459737783;0.14456276927684744;0.282823219185543
2023-05-18;1.3890352300397444;1.2456547196409833;0.5149867865702613
2023-05-17;0.5396338992252094;0.7095540762196776;0.6548313273811619
2023-05-16;0.22669762216077458;0.198929792413236;0.024319066147813557
2023-05-15;-0.15179012957001087;-0.07758763583336423;0.04007321499602012
2023-05-12;-0.48765467069137536;-0.20230880266962437;0.31908741989034756
